loss,accuracy,val_loss,val_accuracy,lr
0.6367411613464355,0.7054376602172852,0.4242124557495117,0.8054892420768738,0.0010000000474974513
0.4786785840988159,0.7599469423294067,0.4260101914405823,0.8015115261077881,0.0010000000474974513
0.46197935938835144,0.7750663161277771,0.5274343490600586,0.7374701499938965,0.0010000000474974513
0.42101311683654785,0.7941644787788391,0.4302438497543335,0.7927605509757996,0.0010000000474974513
0.4115648567676544,0.7997347712516785,0.4141099452972412,0.7935560941696167,0.0010000000474974513
0.4030822515487671,0.8074270486831665,0.38362663984298706,0.8229912519454956,0.0010000000474974513
0.41030362248420715,0.8041114211082458,0.39525461196899414,0.8122513890266418,0.0010000000474974513
0.38642340898513794,0.8156498670578003,0.42652246356010437,0.7991248965263367,0.0010000000474974513
0.4034915864467621,0.806631326675415,0.39470839500427246,0.8210023641586304,0.0010000000474974513
0.3675743639469147,0.8294429779052734,0.37127143144607544,0.8329355716705322,0.0010000000474974513
0.40534237027168274,0.8035808801651001,0.37763333320617676,0.8333333134651184,0.0010000000474974513
0.3439088761806488,0.838726818561554,0.36156460642814636,0.8361177444458008,0.0010000000474974513
0.36137306690216064,0.827984094619751,0.3494122624397278,0.8452665209770203,0.0010000000474974513
0.34203004837036133,0.8404509425163269,0.35397493839263916,0.8385043740272522,0.0010000000474974513
0.348880797624588,0.844031810760498,0.34038689732551575,0.8516308665275574,0.0010000000474974513
0.34324848651885986,0.8421750664710999,0.3790426552295685,0.8305489420890808,0.0010000000474974513
0.34717240929603577,0.8371352553367615,0.345058798789978,0.8516308665275574,0.0010000000474974513
0.359609454870224,0.8248010873794556,0.3433071970939636,0.8484486937522888,0.0010000000474974513
0.32630571722984314,0.8486737608909607,0.3539734184741974,0.8444709777832031,0.0010000000474974513
0.33629509806632996,0.8445623517036438,0.3688371777534485,0.8333333134651184,0.0010000000474974513
0.30300459265708923,0.8629973530769348,0.3321513533592224,0.8568019270896912,0.00010000000474974513
0.2913459539413452,0.8683024048805237,0.3328201472759247,0.8544152975082397,0.00010000000474974513
0.2932600677013397,0.8644562363624573,0.33025437593460083,0.8552108407020569,0.00010000000474974513
0.2866378724575043,0.8714854121208191,0.33837857842445374,0.8536197543144226,0.00010000000474974513
0.289972722530365,0.8675066232681274,0.33433467149734497,0.8575974702835083,0.00010000000474974513
0.2855927050113678,0.8728116750717163,0.341237872838974,0.8544152975082397,0.00010000000474974513
0.2805823087692261,0.8759946823120117,0.33100348711013794,0.8595862984657288,0.00010000000474974513
0.28094783425331116,0.874933660030365,0.3292892277240753,0.8571996688842773,0.00010000000474974513
0.2798078954219818,0.873209536075592,0.32073482871055603,0.8627684712409973,0.00010000000474974513
0.2852267920970917,0.8742705583572388,0.3245188295841217,0.8548130393028259,0.00010000000474974513
0.2757949233055115,0.8787798285484314,0.34767112135887146,0.8468576073646545,0.00010000000474974513
0.2830115556716919,0.874403178691864,0.3200885057449341,0.861177384853363,0.00010000000474974513
0.27463215589523315,0.8798408508300781,0.3224572539329529,0.8595862984657288,0.00010000000474974513
0.2759654223918915,0.8748010396957397,0.33308935165405273,0.8575974702835083,0.00010000000474974513
0.2776748239994049,0.8797082304954529,0.3160838186740875,0.8651551604270935,0.00010000000474974513
0.2772783041000366,0.8778514862060547,0.3251170516014099,0.861575186252594,0.00010000000474974513
0.2739483714103699,0.8790450692176819,0.33676519989967346,0.8556085824966431,0.00010000000474974513
0.2718702256679535,0.8805039525032043,0.3300051689147949,0.8579952120780945,0.00010000000474974513
0.27213895320892334,0.8794429898262024,0.32593148946762085,0.8579952120780945,0.00010000000474974513
0.27057626843452454,0.8775861859321594,0.3348018527030945,0.8571996688842773,0.00010000000474974513
0.26415494084358215,0.883952260017395,0.32615527510643005,0.8627684712409973,1.0000000656873453e-05
0.2641031742095947,0.8846153616905212,0.3222728967666626,0.8635640144348145,1.0000000656873453e-05
0.2664562165737152,0.8840848803520203,0.3327771723270416,0.8568019270896912,1.0000000656873453e-05
0.26691851019859314,0.883421778678894,0.3255985975265503,0.8607796430587769,1.0000000656873453e-05
0.26275739073753357,0.8875331282615662,0.3261229693889618,0.8591885566711426,1.0000000656873453e-05
